"","groupid","elapsedtime","sex","age","health","nationality","countryofbirth","educationlevel","studentstatus","totalwords","countCorrect_neutral","countCorrect_low","countCorrect_high","countCorrect_negative","countCorrect_sum","propCorrect_neutral","propCorrect_low","propCorrect_high","propCorrect_negative","countCritical_neutral","countCritical_low","countCritical_high","countCritical_negative","countCritical_sum","propCritical_neutral","propCritical_low","propCritical_high","propCritical_negative","countIntrusion_sum","RCG_countCorrect_neutral","RCG_countCorrect_low","RCG_countCorrect_high","RCG_countCorrect_negative","RCG_countCorrect_sum","RCG_propCorrect_neutral","RCG_propCorrect_low","RCG_propCorrect_high","RCG_propCorrect_negative","RCG_propCorrect_total","RCG_countCritical_neutral","RCG_countCritical_low","RCG_countCritical_high","RCG_countCritical_negative","RCG_countCritical_sum","RCG_propCritical_neutral","RCG_propCritical_low","RCG_propCritical_high","RCG_propCritical_negative","RCG_propCritical_total","RCG_countIntrusion_neutralword","RCG_countIntrusion_lowword","RCG_countIntrusion_highword","RCG_countIntrusion_negativeword","RCG_countIntrusion_sumword","RCG_propIntrusion_neutralword","RCG_propIntrusion_lowword","RCG_propIntrusion_highword","RCG_propIntrusion_negativeword","RCG_propIntrusion_totalword","RCG_countIntrusion_neutrallure","RCG_countIntrusion_lowlure","RCG_countIntrusion_highlure","RCG_countIntrusion_negativelure","RCG_countIntrusion_sumlure","RCG_propIntrusion_neutrallure","RCG_propIntrusion_lowlure","RCG_propIntrusion_highlure","RCG_propIntrusion_negativelure","RCG_propIntrusion_totallure","RCG_countIntrusion_neutral","RCG_countIntrusion_low","RCG_countIntrusion_high","RCG_countIntrusion_negative","RCG_countIntrusion_sum","RCG_propIntrusion_neutral","RCG_propIntrusion_low","RCG_propIntrusion_high","RCG_propIntrusion_negative","RCG_propIntrusion_total","nr_MathProblems","propCorrect_Math","attentioncheck","oldresponse","CEQtotal","DEStotal","differencescorepc","propCorrectoverall","propRCGCorrectoverall","differencescoreh1","differencescoreh1b","differencescoreh1c","differencescoreh2","differencescoreh2b","differencescoreh2c","HRCorrNeu","Z_HRCorrNeu","HRCorrNeg","Z_HRCorrNeg","FAIntNeu","Z_FAIntNeu","FAIntNeg","Z_FAIntNeg","FACritNeu","Z_FACritNeu","FACritNeg","Z_FACritNeg","d_critical_neutral","d_critical_negative","d_unrelated_neutral","d_unrelated_negative","differencescoreh5","differencescoreh5b","c_critical_neutral","c_critical_negative","differencescoreh4","c_unrelated_neutral","c_unrelated_negative","differencescoreh4b","differencescoreh6","differencescoreh7"
"139",1,1528639,"Female",29,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",24,10,5,7,12,22,0.208333333333333,0.208333333333333,0.291666666666667,0.25,1,0,0,0,1,0.25,0,0,0,1,10,3,5,8,18,0.833333333333333,0.5,0.833333333333333,0.666666666666667,0.75,2,0,2,2,4,0.5,0,1,0.5,0.5,1,0,0,0,1,0.0833333333333334,0,0,0,0.0416666666666667,0,0,1,1,1,0,0,0.5,0.25,0.125,1,0,1,1,2,0.0625,0,0.125,0.0625,0.0625,50,0.96,1,0.375,7,8.57142857142857,0.4375,0.229166666666667,0.8125,-0.25,-0.25,0.0416666666666667,0,-0.5,-0.166666666666666,0.807692307692308,0.869423773288886,0.653846153846154,0.395725295814487,0.0882352941176471,-1.35170223993066,0.0882352941176471,-1.35170223993066,0.5,0,0.5,0,0.869423773288886,0.395725295814487,2.22112601321955,1.74742753574515,-0.473698477474399,-0.473698477474399,-0.434711886644443,-0.197862647907244,0.236849238737199,0.241139233320888,0.477988472058087,0.236849238737199,0,1
"140",1,1518560,"Male",37,0,"Canada","Canada","High School Degree or equivalent","No",27,14,2,5,7,21,0.291666666666667,0.0833333333333333,0.208333333333333,0.145833333333333,2,1,0,1,3,0.5,0.5,0,0.25,3,10,4,5,9,19,0.833333333333333,0.666666666666667,0.833333333333333,0.75,0.791666666666667,4,2,2,4,8,1,1,1,1,1,3,0,2,2,5,0.25,0,0.333333333333333,0.166666666666667,0.208333333333333,2,0,1,1,3,0.5,0,0.5,0.25,0.375,5,0,3,3,8,0.3125,0,0.375,0.1875,0.25,81,0.987654320987654,1,0.546875,0,2.5,0.6875,0.21875,0.671875,-0.25,0,-0.145833333333333,0,0,-0.083333333333333,0.807692307692308,0.869423773288886,0.730769230769231,0.615141104595973,0.323529411764706,-0.457851931012495,0.205882352941176,-0.82079208833238,0.9,1.2815515655446,0.9,1.2815515655446,-0.412127792255715,-0.666410460948627,1.32727570430138,1.43593319292835,-0.254282668692913,0.108657488626973,-1.07548766941674,-0.948346335070287,0.127141334346456,-0.205785921138196,0.102825491868204,0.308611413006399,-0.5,0
"141",2,1705218,"Female",25,0,"South Africa","South Africa","Bachelor's Degree","No",34,14,6,6,12,26,0.291666666666667,0.25,0.25,0.25,2,0,1,1,3,0.5,0,0.5,0.25,5,11,3,6,9,20,0.916666666666667,0.5,1,0.75,0.833333333333333,4,2,2,4,8,1,1,1,1,1,0,1,0,1,1,0,0.166666666666667,0,0.0833333333333333,0.0416666666666667,0,1,0,1,1,0,0.5,0,0.25,0.125,0,2,0,2,2,0,0.25,0,0.125,0.0625,57,0.87719298245614,1,0.46875,15,19.2857142857143,1,0.270833333333333,0.78125,-0.25,-0.5,-0.0416666666666667,0,0,-0.166666666666667,0.884615384615385,1.19837970230692,0.730769230769231,0.615141104595973,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.9,1.2815515655446,0.9,1.2815515655446,-0.0831718632376763,-0.666410460948627,3.08788966264035,1.66427250255994,-0.583238597710951,-1.42361716008041,-1.23996563392576,-0.948346335070287,0.291619298855476,0.345565129013253,0.216995146683999,-0.128569982329254,0.5,0
"142",2,1870760,"Male",45,0,"Australia","Australia","Bachelor's Degree","No",13,1,7,0,7,8,0.0208333333333333,0.291666666666667,0,0.145833333333333,1,2,0,2,3,0.25,1,0,0.5,2,5,6,2,8,13,0.416666666666667,1,0.333333333333333,0.666666666666667,0.541666666666667,3,2,1,3,6,0.75,1,0.5,0.75,0.75,0,1,1,2,2,0,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,2,0,0,0,2,0.5,0,0,0,0.25,2,1,1,2,4,0.125,0.125,0.125,0.125,0.125,63,0.968253968253968,1,0.359375,9,18.2142857142857,0.625,0.0833333333333333,0.671875,0.25,0.75,0.125,0,0.25,0.25,0.423076923076923,-0.194028142423926,0.653846153846154,0.395725295814487,0.147058823529412,-1.04913139796397,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.7,0.524400512708041,-0.718428655131967,-0.128675216893553,0.855103255540045,1.44485669377846,0.589753438238414,0.589753438238414,-0.165186185142057,-0.460062904261264,-0.294876719119207,0.621579770193949,0.326703051074742,-0.294876719119207,-1,-0.5
"143",2,1429441,"Female",37,1,"United Kingdom","United Kingdom","High School Degree or equivalent","No",28,14,7,4,11,25,0.291666666666667,0.291666666666667,0.166666666666667,0.229166666666667,1,0,0,0,1,0.25,0,0,0,2,7,2,2,4,11,0.583333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.458333333333333,2,1,0,1,3,0.5,0.5,0,0.25,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.927835051546392,1,0.21875,12,38.2142857142857,0.5,0.260416666666667,0.75,-0.25,-0.25,-0.0625,-0.25,0,-0.25,0.576923076923077,0.194028142423926,0.346153846153846,-0.395725295814487,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.5,0,0.3,-0.524400512708041,0.194028142423926,0.128675216893553,2.08353810275736,1.49378466451894,-0.0653529255303728,-0.589753438238413,-0.0970140712119631,0.460062904261264,0.557076975473227,0.847740908954752,1.14261762807396,0.294876719119207,0,-0.5
"144",1,1328409,"Female",44,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",38,25,8,0,8,33,0.520833333333333,0.333333333333333,0,0.166666666666667,2,1,0,1,3,0.5,0.5,0,0.25,2,11,4,4,8,19,0.916666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.791666666666667,3,2,2,4,7,0.75,1,1,1,0.875,0,1,0,1,1,0,0.166666666666667,0,0.0833333333333333,0.0416666666666667,0,1,0,1,1,0,0.5,0,0.25,0.125,0,2,0,2,2,0,0.25,0,0.125,0.0625,71,0.915492957746479,1,0.4375,7,14.6428571428571,0.75,0.34375,0.78125,-0.25,0,-0.354166666666667,0.25,0.25,-0.25,0.884615384615385,1.19837970230692,0.653846153846154,0.395725295814487,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.9,1.2815515655446,0.673979189598884,-0.885826269730114,3.08788966264035,1.44485669377846,-1.559805459329,-1.6430329688619,-0.861390107507483,-0.838638430679544,0.0227516768279385,0.345565129013253,0.326703051074742,-0.0188620779385109,-0.5,0
"146",1,1411062,"Male",39,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",23,8,7,0,7,15,0.166666666666667,0.291666666666667,0,0.145833333333333,1,2,0,2,3,0.25,1,0,0.5,5,8,4,2,6,14,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.583333333333333,3,2,0,2,5,0.75,1,0,0.5,0.625,2,0,1,1,3,0.166666666666667,0,0.166666666666667,0.0833333333333333,0.125,0,0,1,1,1,0,0,0.5,0.25,0.125,2,0,2,2,4,0.125,0,0.25,0.125,0.125,88,0.954545454545455,1,0.359375,10,21.4285714285714,0.625,0.15625,0.703125,0.25,0.75,-0.0208333333333333,-0.25,0.25,-0.166666666666667,0.653846153846154,0.395725295814487,0.5,0,0.147058823529412,-1.04913139796397,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.5,0,-0.128675216893553,0,1.44485669377846,1.04913139796397,0.128675216893553,-0.395725295814487,-0.460062904261264,0,0.460062904261264,0.326703051074742,0.524565698981986,0.197862647907244,-1,-1
"147",1,1616447,"Male",33,1,"United Kingdom","United Kingdom","Bachelor's Degree","No",11,7,0,2,2,9,0.145833333333333,0,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,2,6,0,1,1,7,0.5,0,0.166666666666667,0.0833333333333333,0.291666666666667,3,0,1,1,4,0.75,0,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.978260869565217,1,0.171875,21,67.1428571428571,0.75,0.09375,0.671875,0,0,-0.104166666666667,-0.5,-0.75,-0.416666666666667,0.5,0,0.115384615384615,-1.19837970230692,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.7,0.524400512708041,0.3,-0.524400512708041,-0.524400512708041,-0.673979189598884,1.88950996033343,0.691130258026506,-0.149578676890843,-1.19837970230692,-0.26220025635402,0.861390107507483,1.1235903638615,0.944754980166715,1.54394483132018,0.599189851153462,0,0.5
"148",2,1597988,"Female",44,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",30,15,5,6,11,26,0.3125,0.208333333333333,0.25,0.229166666666667,1,1,2,3,4,0.25,0.5,1,0.75,0,11,4,4,8,19,0.916666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.791666666666667,4,2,2,4,8,1,1,1,1,1,1,1,0,1,2,0.0833333333333334,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0,1,1,2,2,0,0.5,0.5,0.5,0.25,1,2,1,3,4,0.0625,0.25,0.125,0.1875,0.125,76,0.960526315789474,1,0.484375,15,9.28571428571429,0.9375,0.270833333333333,0.734375,0.5,0.25,-0.0833333333333333,0,0,-0.25,0.884615384615385,1.19837970230692,0.653846153846154,0.395725295814487,0.0882352941176471,-1.35170223993066,0.205882352941176,-0.82079208833238,0.9,1.2815515655446,0.9,1.2815515655446,-0.0831718632376763,-0.885826269730114,2.55008194223759,1.21651738414687,-0.802654406492437,-1.33356455809072,-1.23996563392576,-0.838638430679544,0.401327203246219,0.0766612688118684,0.212533396258947,0.135872127447078,0.5,0
"149",2,1320203,"Male",25,0,"New Zealand","New Zealand","High School Degree or equivalent","No",11,2,0,3,3,5,0.0416666666666667,0,0.125,0.0625,1,0,1,1,2,0.25,0,0.5,0.25,4,10,5,5,10,20,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,4,1,1,2,6,1,0.5,0.5,0.5,0.75,5,4,4,8,13,0.416666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.541666666666667,3,2,2,4,7,0.75,1,1,1,0.875,8,6,6,12,20,0.5,0.75,0.75,0.75,0.625,84,0.892857142857143,1,0.71875,9,38.5714285714286,0.5,0.0520833333333333,0.53125,0,-0.25,0.0208333333333333,-0.5,-0.5,0,0.807692307692308,0.869423773288886,0.807692307692308,0.869423773288886,0.5,0,0.735294117647059,0.62890421763219,0.9,1.2815515655446,0.5,0,-0.412127792255715,0.869423773288886,0.869423773288886,0.240519555656696,1.2815515655446,-0.62890421763219,-1.07548766941674,-0.434711886644443,0.6407757827723,-0.434711886644443,-0.749163995460538,-0.314452108816095,0.5,0
"150",2,1448169,"Female",19,0,"Nigeria","Nigeria","High School Degree or equivalent","Yes",36,11,10,12,22,33,0.229166666666667,0.416666666666667,0.5,0.458333333333333,1,1,1,2,3,0.25,0.5,0.5,0.5,0,7,3,4,7,14,0.583333333333333,0.5,0.666666666666667,0.583333333333333,0.583333333333333,2,2,1,3,5,0.5,1,0.5,0.75,0.625,0,1,0,1,1,0,0.166666666666667,0,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.125,0,0.0625,0.03125,78,0.974358974358974,1,0.3125,12,83.5714285714286,0.5,0.34375,0.75,0.25,0.25,0.229166666666667,0.25,0.5,0,0.576923076923077,0.194028142423926,0.576923076923077,0.194028142423926,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.5,0,0.7,0.524400512708041,0.194028142423926,-0.330372370284114,2.08353810275736,1.54573038235459,-0.524400512708041,-0.537807720402769,-0.0970140712119631,-0.359214327565983,-0.26220025635402,0.847740908954752,0.578837048753368,-0.268903860201384,0,-0.5
"151",2,1662871,"Female",38,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",35,9,13,11,24,33,0.1875,0.541666666666667,0.458333333333333,0.5,0,1,1,2,2,0,0.5,0.5,0.5,0,11,5,3,8,19,0.916666666666667,0.833333333333333,0.5,0.666666666666667,0.791666666666667,2,2,2,4,6,0.5,1,1,1,0.75,0,1,0,1,1,0,0.166666666666667,0,0.0833333333333333,0.0416666666666667,0,1,1,2,2,0,0.5,0.5,0.5,0.25,0,2,1,3,3,0,0.25,0.125,0.1875,0.09375,47,0.914893617021277,1,0.4375,6,8.57142857142857,0.5,0.34375,0.78125,0.5,0.5,0.3125,0.5,0.5,-0.25,0.884615384615385,1.19837970230692,0.653846153846154,0.395725295814487,0.0294117647058824,-1.88950996033343,0.205882352941176,-0.82079208833238,0.5,0,0.9,1.2815515655446,1.19837970230692,-0.885826269730114,3.08788966264035,1.21651738414687,-2.08420597203704,-1.87137227849349,-0.599189851153462,-0.838638430679544,-0.239448579526082,0.345565129013253,0.212533396258947,-0.133031732754306,0,0
"152",1,1589579,"Female",30,0,"United Kingdom","United Kingdom","Bachelor's Degree","No",21,10,3,6,9,19,0.208333333333333,0.125,0.25,0.1875,1,0,1,1,2,0.25,0,0.5,0.25,0,8,5,3,8,16,0.666666666666667,0.833333333333333,0.5,0.666666666666667,0.666666666666667,3,1,1,2,5,0.75,0.5,0.5,0.5,0.625,0,0,2,2,2,0,0,0.333333333333333,0.166666666666667,0.0833333333333333,1,0,0,0,1,0.25,0,0,0,0.125,1,0,2,2,3,0.0625,0,0.25,0.125,0.09375,51,0.686274509803922,1,0.375,13,16.0714285714286,0.6875,0.197916666666667,0.75,0,-0.25,-0.0208333333333333,-0.25,-0.25,0,0.653846153846154,0.395725295814487,0.653846153846154,0.395725295814487,0.0882352941176471,-1.35170223993066,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.5,0,-0.128675216893553,0.395725295814487,1.74742753574515,1.44485669377846,0.524400512708041,-0.30257084196669,-0.460062904261264,-0.197862647907244,0.26220025635402,0.477988472058087,0.326703051074742,-0.151285420983345,0.5,0
"153",1,1394586,"Female",22,1,"South Africa","South Africa","High School Degree or equivalent","Yes",31,7,12,10,22,29,0.145833333333333,0.5,0.416666666666667,0.458333333333333,1,1,0,1,2,0.25,0.5,0,0.25,0,11,5,5,10,21,0.916666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.875,4,2,2,4,8,1,1,1,1,1,2,4,2,6,8,0.166666666666667,0.666666666666667,0.333333333333333,0.5,0.333333333333333,0,2,1,3,3,0,1,0.5,0.75,0.375,2,6,3,9,11,0.125,0.75,0.375,0.5625,0.34375,84,0.964285714285714,1,0.625,7,55.3571428571429,0.875,0.302083333333333,0.65625,0,0.25,0.3125,0,0,-0.0833333333333339,0.884615384615385,1.19837970230692,0.807692307692308,0.869423773288886,0.147058823529412,-1.04913139796397,0.558823529411765,0.147987109725839,0.9,1.2815515655446,0.9,1.2815515655446,-0.0831718632376763,-0.412127792255715,2.2475111002709,0.721436663563047,-0.328955929018038,-1.52607443670785,-1.23996563392576,-1.07548766941674,0.164477964509019,-0.0746241521714767,-0.508705441507362,-0.434081289335886,-0.5,0
"154",1,1479676,"Male",20,0,"United Kingdom","United Kingdom","Master's Degree","Yes",32,10,5,7,12,22,0.208333333333333,0.208333333333333,0.291666666666667,0.25,0,1,1,2,2,0,0.5,0.5,0.5,8,9,6,4,10,19,0.75,1,0.666666666666667,0.833333333333333,0.791666666666667,2,2,2,4,6,0.5,1,1,1,0.75,2,0,1,1,3,0.166666666666667,0,0.166666666666667,0.0833333333333333,0.125,1,0,1,1,2,0.25,0,0.5,0.25,0.25,3,0,2,2,5,0.1875,0,0.25,0.125,0.15625,73,0.876712328767123,1,0.46875,8,3.92857142857143,0.3125,0.229166666666667,0.75,0.5,0.5,0.0416666666666667,0.5,0.5,0.083333333333333,0.730769230769231,0.615141104595973,0.807692307692308,0.869423773288886,0.205882352941176,-0.82079208833238,0.147058823529412,-1.04913139796397,0.5,0,0.9,1.2815515655446,0.615141104595973,-0.412127792255715,1.43593319292835,1.91855517125286,-1.02726889685169,0.482621978324504,-0.307570552297987,-1.07548766941674,-0.767917117118757,0.102825491868204,0.0898538123375426,-0.0129716795306609,0,0
"155",1,1473566,"Female",28,1,"Ireland","United Kingdom","Less than a High School Degree","No",23,14,0,6,6,20,0.291666666666667,0,0.25,0.125,0,0,0,0,0,0,0,0,0,3,6,3,3,6,12,0.5,0.5,0.5,0.5,0.5,3,1,1,2,5,0.75,0.5,0.5,0.5,0.625,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0,0.25,0.125,0,1,0,1,1,0,0.125,0,0.0625,0.03125,51,1,1,0.28125,14,25.7142857142857,0.75,0.208333333333333,0.71875,0,0,-0.166666666666667,-0.25,-0.25,0,0.5,0,0.5,0,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.7,0.524400512708041,0.5,0,-0.524400512708041,0,1.88950996033343,1.35170223993066,0.524400512708041,-0.537807720402769,-0.26220025635402,0,0.26220025635402,0.944754980166715,0.675851119965331,-0.268903860201384,0,0
"156",1,1916540,"Male",38,0,"Nigeria","Nigeria","Master's Degree","No",35,16,7,9,16,32,0.333333333333333,0.291666666666667,0.375,0.333333333333333,1,0,0,0,1,0.25,0,0,0,2,12,5,4,9,21,1,0.833333333333333,0.666666666666667,0.75,0.875,4,1,2,3,7,1,0.5,1,0.75,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0.935064935064935,1,0.4375,8,10.3571428571429,1,0.333333333333333,0.84375,-0.25,-0.25,0,-0.25,-0.5,-0.25,0.961538461538462,1.76882503851871,0.730769230769231,0.615141104595973,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.9,1.2815515655446,0.7,0.524400512708041,0.487273472974105,0.0907405918879327,3.65833499885214,2.5046510649294,-0.396532881086172,-1.15368393392273,-1.52518830203165,-0.569770808652007,0.955417493379646,0.0603424609073622,0.637184427868728,0.576841966961366,0,0.5
"157",1,1397267,"Female",41,0,"Zimbabwe","Zimbabwe","Master's Degree","Yes",39,20,4,5,9,29,0.416666666666667,0.166666666666667,0.208333333333333,0.1875,0,0,1,1,1,0,0,0.5,0.25,9,10,5,6,11,21,0.833333333333333,0.833333333333333,1,0.916666666666667,0.875,1,2,2,4,5,0.25,1,1,1,0.625,5,3,4,7,12,0.416666666666667,0.5,0.666666666666667,0.583333333333333,0.5,1,1,0,1,2,0.25,0.5,0,0.25,0.25,6,4,4,8,14,0.375,0.5,0.5,0.5,0.4375,101,0.940594059405941,1,0.625,13,19.6428571428571,-0.125,0.302083333333333,0.65625,0.25,0,-0.229166666666667,0.75,0.75,0.0833333333333339,0.807692307692308,0.869423773288886,0.884615384615385,1.19837970230692,0.382352941176471,-0.299306910465667,0.5,0,0.3,-0.524400512708041,0.9,1.2815515655446,1.39382428599693,-0.0831718632376763,1.16873068375455,1.19837970230692,-1.4769961492346,0.0296490185523715,-0.172511630290423,-1.23996563392576,-1.06745400363534,-0.285058431411609,-0.599189851153462,-0.314131419741853,0.5,0
"158",2,1411467,"Male",24,0,"South Africa","South Africa","High School Degree or equivalent","No",11,1,4,5,9,10,0.0208333333333333,0.166666666666667,0.208333333333333,0.1875,0,0,1,1,1,0,0,0.5,0.25,0,4,1,2,3,7,0.333333333333333,0.166666666666667,0.333333333333333,0.25,0.291666666666667,2,0,1,1,3,0.5,0,0.5,0.25,0.375,0,2,2,4,4,0,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0,1,1,2,2,0,0.5,0.5,0.5,0.25,0,3,3,6,6,0,0.375,0.375,0.375,0.1875,45,0.888888888888889,1,0.25,13,16.7857142857143,0.5,0.104166666666667,0.59375,0.25,0,0.166666666666667,-0.25,-0.5,-0.083333333333333,0.346153846153846,-0.395725295814487,0.269230769230769,-0.615141104595974,0.0294117647058824,-1.88950996033343,0.382352941176471,-0.299306910465667,0.5,0,0.3,-0.524400512708041,-0.395725295814487,-0.0907405918879329,1.49378466451894,-0.315834194130307,0.304984703926554,-1.80961885864925,0.197862647907244,0.569770808652007,0.371908160744764,1.14261762807396,0.45722400753082,-0.685393620543139,0.5,0.5
"159",2,1276819,"Female",30,1,"United Kingdom","United Kingdom","Bachelor's Degree","No",14,9,1,2,3,12,0.1875,0.0416666666666667,0.0833333333333333,0.0625,0,1,0,1,1,0,0.5,0,0.25,1,11,3,5,8,19,0.916666666666667,0.5,0.833333333333333,0.666666666666667,0.791666666666667,4,1,2,3,7,1,0.5,1,0.75,0.875,2,1,1,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,1,1,1,0,0,0.5,0.25,0.125,2,1,2,3,5,0.125,0.125,0.25,0.1875,0.15625,86,0.930232558139535,1,0.484375,2,17.1428571428571,0.875,0.125,0.734375,0.25,0.5,-0.125,-0.25,-0.5,-0.25,0.884615384615385,1.19837970230692,0.653846153846154,0.395725295814487,0.147058823529412,-1.04913139796397,0.205882352941176,-0.82079208833238,0.9,1.2815515655446,0.7,0.524400512708041,-0.0831718632376763,-0.128675216893553,2.2475111002709,1.21651738414687,-0.045503353655877,-1.03099371612403,-1.23996563392576,-0.460062904261264,0.779902729664499,-0.0746241521714767,0.212533396258947,0.287157548430423,-0.5,0.5
"160",2,1443799,"Male",37,0,"United Kingdom","United Kingdom","Master's Degree","No",27,6,9,5,14,20,0.125,0.375,0.208333333333333,0.291666666666667,1,1,1,2,3,0.25,0.5,0.5,0.5,4,10,6,5,11,21,0.833333333333333,1,0.833333333333333,0.916666666666667,0.875,4,2,2,4,8,1,1,1,1,1,1,1,4,5,6,0.0833333333333334,0.166666666666667,0.666666666666667,0.416666666666667,0.25,0,1,1,2,2,0,0.5,0.5,0.5,0.25,1,2,5,7,8,0.0625,0.25,0.625,0.4375,0.25,88,0.988636363636364,1,0.578125,7,3.21428571428571,0.9375,0.208333333333333,0.703125,0.25,0.25,0.166666666666667,0,0,0.0833333333333339,0.807692307692308,0.869423773288886,0.884615384615385,1.19837970230692,0.0882352941176471,-1.35170223993066,0.441176470588235,-0.147987109725839,0.9,1.2815515655446,0.9,1.2815515655446,-0.412127792255715,-0.0831718632376763,2.22112601321955,1.34636681203276,0.328955929018038,-0.874759201186784,-1.07548766941674,-1.23996563392576,-0.164477964509019,0.241139233320888,-0.525196296290543,-0.76633552961143,0,0
"161",2,2412470,"Female",23,0,"South Africa","South Africa","Bachelor's Degree","Yes",39,13,2,11,13,26,0.270833333333333,0.0833333333333333,0.458333333333333,0.270833333333333,1,0,1,1,2,0.25,0,0.5,0.25,11,8,3,6,9,17,0.666666666666667,0.5,1,0.75,0.708333333333333,3,0,1,1,4,0.75,0,0.5,0.25,0.5,5,3,4,7,12,0.416666666666667,0.5,0.666666666666667,0.583333333333333,0.5,1,0,2,2,3,0.25,0,1,0.5,0.375,6,3,6,9,15,0.375,0.375,0.75,0.5625,0.46875,60,0.883333333333333,1,0.5625,16,73.2142857142857,0.375,0.270833333333333,0.59375,0,-0.25,0,-0.5,-0.75,0.083333333333333,0.653846153846154,0.395725295814487,0.730769230769231,0.615141104595973,0.382352941176471,-0.299306910465667,0.558823529411765,0.147987109725839,0.7,0.524400512708041,0.3,-0.524400512708041,-0.128675216893553,1.13954161730401,0.695032206280154,0.467153994870135,1.26821683419757,-0.22787821141002,-0.460062904261264,-0.0453702959439664,0.414692608317298,-0.0482091926744101,-0.381564107160906,-0.333354914486496,0.5,0.5
"162",1,1309984,"Female",24,1,"United Kingdom","United Kingdom","High School Degree or equivalent","Yes",43,19,4,12,16,35,0.395833333333333,0.166666666666667,0.5,0.333333333333333,1,2,1,3,4,0.25,1,0.5,0.75,4,9,5,5,10,19,0.75,0.833333333333333,0.833333333333333,0.833333333333333,0.791666666666667,2,2,2,4,6,0.5,1,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0.97752808988764,1,0.390625,11,68.9285714285714,0.5,0.364583333333333,0.828125,0.5,0.75,-0.0625,0.5,0.5,0.083333333333333,0.730769230769231,0.615141104595973,0.807692307692308,0.869423773288886,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.5,0,0.9,1.2815515655446,0.615141104595973,-0.412127792255715,2.5046510649294,2.75893373362232,-1.02726889685169,0.254282668692912,-0.307570552297987,-1.07548766941674,-0.767917117118757,0.637184427868728,0.510043093522272,-0.127141334346456,-0.5,0
